id,name,artist_id,artist,playlist_id,playlist,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode,time_signature
7j57nadsCph2KI9eYuaum8,The Hard Way,6n28c9qs9hNGriNa72b26u,PNAU,37i9dQZF1DXcRXFNfZr7Tp,just hits,"alternative dance,aussietronica,australian dance,australian electropop",0.691,0.906,-4.458,0.171,0.072,0,0.299,0.657,119.978,183926,0,1,4
2N5cFPLy0TIasTWkfT1hri,Chills (LA Hills),2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,37i9dQZF1DXcRXFNfZr7Tp,just hits,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",0.796,0.761,-6.299,0.0554,0.0213,0.000194,0.124,0.447,115.016,183652,0,1,4
0vbp3qthXlRVsLXTbPrkX1,Gladiator,61mjebytLODtxAOS9ULCmb,Jann,37i9dQZF1DXcRXFNfZr7Tp,just hits,,0.648,0.785,-5.73,0.0922,0.173,0.00383,0.0889,0.239,146.025,211644,8,1,4
0NapkeC45rszeuSgbvcjx4,Maan Meri Jaan (Afterlife),5NHm4TU5Twz7owibYxJfFU,King,37i9dQZF1DXcRXFNfZr7Tp,just hits,"desi pop,hindi hip hop",0.67,0.533,-8.04,0.0684,0.0403,0,0.0938,0.339,95.991,190163,6,0,4
4FWbsd91QSvgr1dSWwW51e,TRUSTFALL,1KCSPY1glIKqW2TotWuXOR,P!nk,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop",0.636,0.888,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,8,1,4
0poKbTUdYz7lXFd15XuHiC,"Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)",5fMUXHkw8R8eOP2RNVYEZX,Diplo,37i9dQZF1DXcRXFNfZr7Tp,just hits,"edm,electro house,moombahton,pop dance",0.687,0.872,-4.415,0.0416,0.00285,0.0256,0.156,0.768,118.057,202391,11,0,4
41aBRoaTTz9qq8UGIlykiZ,Fool 4 U (feat. Enisa),4sTQVOfp9vEMCemLw50sbu,Galantis,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,edm,pop,pop dance",0.741,0.553,-5.182,0.0519,0.12,0,0.112,0.507,120.996,146077,11,0,4
5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),7CajNmpbOovFoOoasH2HaY,Calvin Harris,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.636,0.869,-5.289,0.0412,0.0378,0.0446,0.0808,0.306,143.011,186496,9,1,4
7KokYm8cMIXCsGVmUvKtqf,Karma,06HL4z0CvFAxyc27GXpf02,Taylor Swift,37i9dQZF1DXcRXFNfZr7Tp,just hits,pop,0.642,0.62,-7.091,0.0666,0.0734,0,0.483,0.0969,90.02,204852,8,1,4
7136zBuda3024ZQUTBB1Vg,Haven't You Ever Been In Love Before?,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,uk pop",0.589,0.702,-3.513,0.0342,0.289,0,0.107,0.211,109.982,230533,1,1,4
3KRKN196F3i6G1HnIqd2e5,Last Train To London (I Won't Look Back),3GxKJzJK4LpsYGXQrw77wz,Mimi Webb,37i9dQZF1DXcRXFNfZr7Tp,just hits,"alt z,gen z singer-songwriter,uk pop",0.519,0.322,-6.923,0.0274,0.858,0,0.0826,0.276,72.861,232606,9,1,4
1odExI7RdWc4BT515LTAwj,Daylight,33NVpKoXjItPwUJTMZIOiY,David Kushner,37i9dQZF1DXcRXFNfZr7Tp,just hits,gen z singer-songwriter,0.508,0.43,-9.475,0.0335,0.83,0.000441,0.093,0.324,130.09,212954,2,0,4
2UDycsru4dEa1UFmyIvKYU,Upside Down (feat. Poppy Baskcomb),0xRXCcSX89eobfrshSVdyu,MEDUZA,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop dance,pop house,uk dance",0.548,0.857,-6.83,0.0369,0.0187,0.749,0.0731,0.0532,127.967,174375,3,1,4
28a0aMV1OKoyNiCJuNsWrY,That’s Not How This Works (feat. Dan + Shay),6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,viral pop",0.584,0.576,-4.557,0.0519,0.507,0,0.212,0.432,170.026,165620,9,1,4
6pb5DtlAeG95dNQLHiArRU,Rock My Body,6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dutch house,edm,electro house,pop dance,progressive electro house,slap house",0.662,0.821,-4.103,0.13,0.202,0,0.522,0.47,124.077,137419,2,0,4
5yPEJ4UF90Km4KmLl2h4EE,All You Need Is Love,5ChF3i92IPZHduM7jN3dpg,Nicky Romero,37i9dQZF1DXcRXFNfZr7Tp,just hits,"big room,dutch edm,dutch house,edm,electro house,pop dance,progressive electro house",0.712,0.796,-6.325,0.0486,0.0422,1.44e-05,0.274,0.605,125.994,139927,0,1,4
0tYtfBFJLVn2ITE66FbaLT,By The End Of The Night,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,37i9dQZF1DXcRXFNfZr7Tp,just hits,"indietronica,metropopolis,pop,uk pop",0.603,0.816,-3.549,0.0335,0.0104,5.7e-05,0.133,0.401,149.934,188562,1,0,4
0CrcwVLUe8wzLUIXgjXVZJ,Kill Bill (feat. Doja Cat),7tYKF4w9nC0nq9CsPZTHyP,SZA,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,r&b,rap",0.629,0.744,-6.124,0.0409,0.0769,0.247,0.194,0.451,89.021,175837,5,0,4
4jMbQ5H6KaSRPRCBuNnW16,Be The One (with Khalid),58hqTaCiqGrMsNmmm3qL7w,Bree Runway,37i9dQZF1DXcRXFNfZr7Tp,just hits,alternative r&b,0.724,0.617,-5.999,0.0313,0.193,0,0.178,0.114,111.956,200815,7,1,4
2Jw3VjB1xy5KHBqEeAC6VK,Eat Your Young,2FXC3k01G6Gw61bmprjgqS,Hozier,37i9dQZF1DXcRXFNfZr7Tp,just hits,"irish singer-songwriter,modern rock,pop,pov: indie",0.553,0.587,-6.829,0.0277,0.345,0.1,0.256,0.346,90.018,242293,5,1,4
7oCAd9dn97ckvEsGmOPA7H,Mother - Radio Edit,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,37i9dQZF1DXcRXFNfZr7Tp,just hits,"hip pop,pop",0.752,0.657,-6.172,0.095,0.134,0,0.235,0.667,120.036,145136,9,1,4
0PZpE9CYvOLt0wRZeOY5fV,Finally,1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,pop dance,tropical house,uk dance",0.665,0.879,-3.878,0.0796,0.0271,3.32e-06,0.45,0.535,125.993,188892,5,0,4
1TytykMo9zFzNdRbqTxfep,Feels This Good,1IueXOQyABrMOprrzwQJWN,Sigala,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,edm,pop dance,uk dance,uk pop",0.629,0.917,-2.095,0.0964,0.0273,0,0.521,0.627,124.024,190609,6,0,4
2R7xKsStJ9hNeZKoD9W5Nv,Up & Down,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,37i9dQZF1DXcRXFNfZr7Tp,just hits,"electropop,pop",0.728,0.796,-5.427,0.0584,0.01,0.000192,0.687,0.858,130.064,154349,1,0,4
5iE3eUH2WGCXcE2xr6DEmU,Waffle House,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,37i9dQZF1DXcRXFNfZr7Tp,just hits,"boy band,pop",0.729,0.763,-4.407,0.0363,0.033,1e-06,0.192,0.864,126.002,145441,10,1,4
7bqg7RANz4RaboN0Ga1Miq,All Nighter,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,37i9dQZF1DXcRXFNfZr7Tp,just hits,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",0.756,0.921,-6.196,0.0508,0.0386,0.0546,0.327,0.384,124.981,134880,11,0,4
2r7BOWS3bEYjEUbLiH8kVM,Red Flags,3GxKJzJK4LpsYGXQrw77wz,Mimi Webb,37i9dQZF1DXcRXFNfZr7Tp,just hits,"alt z,gen z singer-songwriter,uk pop",0.841,0.65,-5.627,0.131,0.021,4.15e-06,0.0694,0.748,129.979,141972,8,1,4
4zrKN5Sv8JS5mqnbVcsul7,Celestial,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,uk pop",0.574,0.852,-1.248,0.0397,0.0529,0,0.161,0.501,123.038,209027,2,1,4
0yLdNVWF3Srea0uzk55zFn,Flowers,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,37i9dQZF1DXcRXFNfZr7Tp,just hits,pop,0.707,0.681,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455,0,1,4
7oDd86yk8itslrA9HRP2ki,Die For You - Remix,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,37i9dQZF1DXcRXFNfZr7Tp,just hits,"canadian contemporary r&b,canadian pop,pop",0.531,0.525,-6.5,0.0671,0.232,0,0.441,0.502,66.9,232857,1,0,4
0HaRLPnr887lcQM2YQzkff,For My Hand (feat. Ed Sheeran),3wcj11K77LjEY1PkEazffa,Burna Boy,37i9dQZF1DXcRXFNfZr7Tp,just hits,"afrobeats,dancehall,nigerian hip hop,nigerian pop",0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059,159124,9,1,4
5FHPvs8RxWBQXP2Rq9I2B2,You Only Love Me,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop,uk pop",0.67,0.727,-5.477,0.0689,0.277,0,0.52,0.412,110.151,150013,7,1,4
0JmnkIqdlnUzPaf8sqBRs3,Moonlight,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,37i9dQZF1DXcRXFNfZr7Tp,just hits,colombian pop,0.642,0.706,-6.872,0.052,0.518,0,0.25,0.896,136.851,187723,7,0,4
6NAeCHRuzqURCsUpYTQbjK,Call on Me,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop",0.656,0.847,-5.241,0.0444,0.245,5e-05,0.108,0.659,123.026,170102,4,0,4
6lDc44gzmoUCF9L8PL0KrA,Like I Used To,39B7ChWwrWDs7zXlsu3MoP,Sonny Fodera,37i9dQZF1DXcRXFNfZr7Tp,just hits,"house,tech house,uk dance",0.656,0.849,-5.073,0.0404,0.0167,0,0.0913,0.477,124.987,186263,5,0,4
1S1WWTuydW6zljNeHOpZXe,Muddy Feet (feat. Sia),5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,37i9dQZF1DXcRXFNfZr7Tp,just hits,pop,0.548,0.779,-4.737,0.109,0.076,0.000494,0.19,0.524,172.083,136947,7,1,4
26b3oVLrRUaaybJulow9kz,People,7kjSuFGKhLm8b5qXoMhRkJ,Libianca,37i9dQZF1DXcRXFNfZr7Tp,just hits,afrobeats,0.573,0.422,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357,184791,10,0,5
2F2p7b5Xq20mRyEeWYaeUF,Substitution,2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,37i9dQZF1DXcRXFNfZr7Tp,just hits,"deep house,house",0.69,0.89,-4.866,0.0507,0.00903,1.61e-05,0.188,0.713,124.018,181478,0,0,4
6YexWyp9s0V0w1uGhtITsd,Holding On,2NpPlwwDVYR5dIj0F31EcC,Leony,37i9dQZF1DXcRXFNfZr7Tp,just hits,,0.791,0.767,-5.026,0.0372,0.149,3.12e-06,0.125,0.834,129.914,172500,11,0,4
7aJgh6LCvhXJfD7PHjhG70,Waterfall,21aa4pj9BvbFB2iT8kRpnq,Michael Schulte,37i9dQZF1DXcRXFNfZr7Tp,just hits,"german pop,talentschau",0.774,0.693,-4.221,0.0372,0.191,0,0.0843,0.591,125.91,137999,5,1,4
0zKbDrEXKpnExhGQRe9dxt,Lay Low,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,37i9dQZF1DXcRXFNfZr7Tp,just hits,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",0.534,0.855,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,1,0,4
4vOoQh9MhS9pyrbvc8LyMz,Can't Tame Her,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,scandipop,swedish electropop,swedish pop",0.584,0.915,-3.199,0.11,0.00686,0.000155,0.098,0.57,181.882,196940,6,0,4
1yHVHoz6Ny29gbbWJYVnFt,Heaven,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,37i9dQZF1DXcRXFNfZr7Tp,just hits,pop,0.571,0.761,-3.485,0.0261,0.0708,0,0.331,0.681,91.991,186043,5,1,4
2tX3PY8eP3h9XaBcLXuRBa,Saturday/Sunday,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop",0.698,0.781,-5.615,0.0401,0.143,0,0.0762,0.851,124.017,166573,8,0,4
7rS4oy2qpJNULQAVgJQTun,Heart Wants What It Wants,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop",0.681,0.626,-5.41,0.0365,0.00887,5.56e-06,0.0791,0.676,128.036,182085,0,1,4
1YWr18dWRmuvPgAsPBsOow,Forget You,56Qz2XwGj7FxnNKrfkWjnb,FAST BOY,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop dance,uk dance",0.708,0.709,-5.881,0.0641,0.157,1.9e-06,0.142,0.511,128.034,147987,7,0,4
4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,edm,house,pop dance,uk dance,uk pop",0.701,0.88,-4.56,0.0358,0.182,7.33e-06,0.0649,0.623,124.039,181958,10,0,4
3s32YmunFgfXVWgLRKLdKm,Sweet Goodbye,3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,37i9dQZF1DXcRXFNfZr7Tp,just hits,"deep euro house,deep house,edm,german dance,pop dance,tropical house",0.65,0.746,-7.55,0.0359,0.0213,0.0116,0.182,0.385,125.998,157619,6,1,4
3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,2wY79sveU1sp5g7SokKOiI,Sam Smith,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,uk pop",0.698,0.895,-4.439,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605,0,1,4
609E1JCInJncactoMmkDon,BESO,7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop,r&b en espanol",0.768,0.644,-6.671,0.136,0.736,0.000837,0.173,0.53,95.05,194543,5,0,4
6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,311uEW9rt5g2NmzjGEKS2E,Mae Stephens,37i9dQZF1DXcRXFNfZr7Tp,just hits,,0.898,0.732,-3.982,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,142759,7,1,4
2KReCz1L5XkGIBhDncQ5VZ,BABY SAID,0lAWpj5szCSwM4rUMHYmrr,Måneskin,37i9dQZF1DXcRXFNfZr7Tp,just hits,"indie rock italiano,italian pop,pop",0.622,0.715,-4.04,0.0323,0.000982,0,0.0796,0.607,131.012,164682,6,0,4
5vlzH0ps6WDyb158oFTAb3,Lionheart (Fearless),6DgP9otnZw5z6daOntINxp,Joel Corry,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop dance,uk dance",0.628,0.967,-2.43,0.0538,0.0217,0.00157,0.336,0.349,125.982,186689,8,1,4
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,37i9dQZF1DXcRXFNfZr7Tp,just hits,"big room,dance pop,edm,pop,pop dance",0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,7,0,4
5YdnOm5990Kfq1Jodws98B,Call It Love,4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,37i9dQZF1DXcRXFNfZr7Tp,just hits,"edm,german dance,pop dance,tropical house",0.616,0.841,-4.779,0.076,0.0559,0.00217,0.417,0.714,110.029,154561,5,0,4
10xV5l9nhLvFpR8mqzs0bL,Numb,64KEffDW9EtZ1y2vBYgq8T,Marshmello,37i9dQZF1DXcRXFNfZr7Tp,just hits,"brostep,edm,pop,progressive electro house",0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,0,0,4
1eGW1YBT17a5G1hKPWrpW7,Lost Without You (with Dean Lewis),23fqKkggKUBHNkbKtXEls4,Kygo,37i9dQZF1DXcRXFNfZr7Tp,just hits,"edm,pop,pop dance,tropical house",0.621,0.575,-6.243,0.0564,0.265,0,0.0932,0.343,117.887,203610,11,1,4
0gYXw7aPoybWFfB7btQ0eM,DON'T YOU WORRY,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,37i9dQZF1DXcRXFNfZr7Tp,just hits,"dance pop,pop,pop rap",0.816,0.875,-4.821,0.0311,0.203,0,0.209,0.491,131.958,196364,11,1,4
6Lytqcs0fMmCO8JNewrnbj,Don't Hurt Me (What Is Love),47BEc2RoW53owMyxacXWdV,Yves V,37i9dQZF1DXcRXFNfZr7Tp,just hits,"belgian edm,dutch house,edm,electro house,pop dance,progressive electro house,progressive house,slap house",0.758,0.804,-3.996,0.0358,0.00308,0,0.125,0.614,125.007,157000,11,1,4
1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),2gduEC76ry33RVurAvT05p,Nathan Dawe,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop dance,uk dance",0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,155253,6,1,4
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),0xRXCcSX89eobfrshSVdyu,MEDUZA,37i9dQZF1DXcRXFNfZr7Tp,just hits,"pop dance,pop house,uk dance",0.607,0.767,-6.069,0.0474,0.118,0,0.122,0.662,123.998,148629,5,0,3
1ENQZlb9iVUnCoN2QtI77e,With All My Heart,45eNHdiiabvmbp4erw26rg,ILLENIUM,37i9dQZF1DXcRXFNfZr7Tp,just hits,"edm,melodic dubstep,pop dance",0.565,0.697,-4.901,0.0316,0.321,0,0.0926,0.343,99.934,177600,9,1,4
3aEJMh1cXKEjgh52claxQp,I've Got You Under My Skin - Remastered 1998,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,easy listening,lounge",0.585,0.247,-12.612,0.04,0.452,8.85e-06,0.107,0.591,127.15,223760,1,1,4
66iKqUazBbTlAEjcZrpDkD,What A Diff'rence A Day Made,32LHRiof0sa4taYew9i3Fa,Dinah Washington,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"jazz blues,soul,vocal jazz",0.387,0.117,-17.803,0.0299,0.925,0.000171,0.109,0.166,93.575,151867,0,1,4
1pZn8AX1WulW8IO338hE5D,Blue Moon,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,harlem renaissance,jazz,jazz blues,soul,swing,torch song,vocal jazz",0.639,0.269,-11.435,0.0698,0.982,0.12,0.141,0.539,124.866,207827,8,1,4
4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"cool jazz,jazz,jazz trumpet,vocal jazz",0.438,0.00756,-26.44,0.0382,0.941,0.00643,0.109,0.277,133.32,141133,0,0,4
1xlyVmdCo5lMRIzuMlAUF7,I'm Glad There Is You,3qUMmh5biaB5hqpF4LqS3m,Julie London,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"torch song,vocal jazz",0.492,0.0671,-15.671,0.0399,0.958,0.000968,0.109,0.165,124.908,147413,10,0,4
7gHFBNy0Qn86xGKJ9OdFTw,Misty,1bgyxtWjZwA5PQlDsvs9b8,Sarah Vaughan,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"jazz,torch song,vocal jazz",0.224,0.214,-14.455,0.0348,0.976,0.00094,0.367,0.14,83.906,179373,2,0,3
5gPetRvxQKyOjjwZX1dzbt,All The Things You Are,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,jazz,jazz blues,soul,swing,vocal jazz",0.45,0.154,-14.485,0.0373,0.938,4.37e-06,0.16,0.243,110.666,195667,1,1,4
1LGqJ3nvxpVXDWpEzq4DJD,All of Me,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,harlem renaissance,jazz,jazz blues,soul,swing,torch song,vocal jazz",0.504,0.0644,-14.754,0.0408,0.972,4.36e-06,0.174,0.403,106.994,181440,2,0,5
7GBPpRMtLyGA6svXQMNfIN,Bye Bye Blackbird,3CEdEF8RsuL3hAFJaujvr0,Etta Jones,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,vocal jazz",0.71,0.318,-8.948,0.0432,0.867,0.00038,0.169,0.58,126.05,194240,0,0,4
4m6OC8u2rC6LMFtFWsME7d,Time After Time - Vocal Version,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"cool jazz,jazz,jazz trumpet,vocal jazz",0.501,0.0454,-18.783,0.0388,0.938,3.76e-05,0.2,0.255,99.783,166760,0,1,4
3AgqQbQWYLGsemeBHk1U1d,Autumn Leaves - Remastered,7v4imS0moSyGdXyLgVTIV7,Nat King Cole,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,lounge,soul,swing,vocal jazz",0.211,0.348,-10.12,0.0326,0.939,0.00052,0.384,0.0981,86.868,160667,2,0,5
5z161QQZMgQxSILnv3QoJk,Lullaby Of Birdland,1bgyxtWjZwA5PQlDsvs9b8,Sarah Vaughan,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"jazz,torch song,vocal jazz",0.578,0.351,-12.432,0.101,0.813,0,0.123,0.476,122.712,240867,11,0,4
6uWGcfyKS2bP63sd2zyswJ,Tea For Two,5bWApG9Vdshhd1J50UnNf6,Blossom Dearie,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,vocal jazz,0.429,0.0194,-25.124,0.0378,0.957,1.18e-05,0.159,0.13,99.812,204133,10,0,4
696mUEnI7IpMvLq2Tlnn2u,Smoke Gets In Your Eyes,32LHRiof0sa4taYew9i3Fa,Dinah Washington,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"jazz blues,soul,vocal jazz",0.306,0.254,-11.397,0.0284,0.892,0.00115,0.217,0.262,84.37,204440,8,1,5
3pfbQmD5xGH9Tcc7GqGfSL,But Not For Me - Vocal Version,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"cool jazz,jazz,jazz trumpet,vocal jazz",0.626,0.152,-14.182,0.0405,0.934,6.05e-05,0.12,0.545,82.174,184467,5,0,4
0f2489MzoisF9pKduawvce,Autumn In New York,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,jazz,jazz blues,soul,swing,vocal jazz",0.425,0.0469,-18.612,0.0354,0.955,0,0.137,0.154,135.335,356627,7,0,4
3d3aPk50dBMA2YbA7lC92r,Easy Living (with Teddy Wilson & His Orchestra),1YzCsTRb22dQkh9lghPIrp,Billie Holiday,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,harlem renaissance,jazz,jazz blues,soul,swing,torch song,vocal jazz",0.64,0.23,-10.651,0.0624,0.965,5.36e-05,0.101,0.663,88.868,182400,8,1,4
4YPYFUATiul0877A1HhSlW,Stardust,7v4imS0moSyGdXyLgVTIV7,Nat King Cole,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,lounge,soul,swing,vocal jazz",0.188,0.0767,-24.695,0.037,0.85,0.000137,0.189,0.146,76.22,194040,7,1,3
6YRVj7ZJyFrr6tso0QV15e,If I Should Lose You,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"jazz blues,neo soul,soul,soul jazz,torch song,vocal jazz",0.224,0.122,-16.766,0.036,0.985,0.0206,0.111,0.0952,82.277,235760,2,1,4
1dy9EATwArE9ALpeGW8VQC,Embraceable You - 1940 Single Version,0hItVPjwJLVZrFqOyIsxPf,Judy Garland,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,torch song,vocal jazz",0.315,0.158,-11.563,0.0323,0.97,7.61e-06,0.244,0.236,99.959,168400,1,1,4
2bOUrmH6OljKtXOLjvVEU8,Never Will I Marry,5v74mT11KGJqadf9sLw4dA,Cannonball Adderley,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"bebop,cool jazz,hard bop,jazz,jazz blues",0.589,0.184,-12.282,0.049,0.631,0,0.0819,0.343,98.365,139200,0,1,4
0Srs2sPdZTfFvvfLP4DGa0,Lush Life,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"bebop,free jazz,jazz,jazz saxophone,vocal jazz",0.386,0.119,-15.81,0.0422,0.95,4.4e-05,0.156,0.118,53.804,329613,6,1,4
6Rvz1jM5eUqzNs2Pi8RMTG,I'm a Fool to Want You,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,harlem renaissance,jazz,jazz blues,soul,swing,torch song,vocal jazz",0.244,0.233,-16.583,0.0413,0.695,0.00059,0.282,0.262,78.088,203267,9,0,5
3MRu7wA7ziRNf2cZr9gqtb,Cheek To Cheek,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,jazz,jazz blues,soul,swing,vocal jazz",0.632,0.202,-13.068,0.0587,0.766,0,0.146,0.488,134.298,228067,2,0,3
2waiAcLQiqlX5bzvLtNUA0,Fly Me To The Moon (In Other Words),7v4imS0moSyGdXyLgVTIV7,Nat King Cole,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"adult standards,lounge,soul,swing,vocal jazz",0.299,0.133,-17.555,0.0356,0.969,0.000138,0.101,0.069,100.795,211173,8,0,3
43hj7RjOE5vXtgnqPidEv4,Love For Sale - 1959 Version,5QGnprJtpZmk3OiDqspPlB,Anita O'Day,37i9dQZF1DX1C8KR4UJlnr,Remember the  Jazz Standards,"torch song,vocal jazz",0.388,0.461,-11.718,0.0924,0.705,0,0.186,0.674,72.884,164840,10,0,4
